RecipeName,Ingredients,TotalTimeInMins,Cuisine,Procedure,URL,Cleaned-Ingredients,image-url,Ingredient-count,name_clean
Red Rice Dosa ,"Water - as required,Salt - to taste,Sunflower Oil - for cooking the dosa,1 cup Red matta rice,1/2 cup White Urad Dal (Split),1 teaspoon Methi Seeds (Fenugreek Seeds)",130.0,South Indian Recipes,"Soak the red rice in water such that the all the red rice is completely immersed in water.
The level of water is an inch above the red rice in the bowl.
Let it soak for about 6 hours.Soak the urad dal and fenugreek in water such that all of the dal is completely immersed in water.
The level of water will be 2 inches above the dal in the bowl.
Let it soak for about 6 hours.First grind the urad dal into a fine smooth batter.
While grinding just enough water to make it into a very very smooth batter.
The batter will look fluffy.Grind the red rice into a smooth batter, adding just the required amount of water to grind into a almost smooth batter.
Adding too much water will make the mixture too watery.
If required grind a little at a time to get a almost smooth batter .The red rice batter is a just slightly coarser, but the urad dal batter is super smooth.Combine the urad and red rice batter, add salt to taste and set aside for at least 12 hours or overnight until the batter ferments.
You will notice the batter would have risen in volume.Hence you should place the batter in a large container so it has enough room to increase in its volume.Note on fermenting the Red Rice Idli & Dosa BatterFermentation has to take place where the weather is warm.
So ideally in summer, the batter ferments very well and doubles or triples its quantity.
But in cold places, the batter has to be kept in an oven.
If your oven has light, then turn on the light for a few hours with the batter in the oven.
Once the oven is warm, turn off the light and let the batter ferment.
If your oven does not have a light, then preheat the oven to warm, turn off oven then keep the batter in the oven to ferment.This process can be mastered with experience.Method For making Dosa'sThe freshly fermented batter is great for making idlis.
So typically and traditionally, the first day after the rise, we made idlis at home and there after it is great for making dosas as well.For making ragi idlis do not dilute the batter with water.When making Red Rice dosas you can optionally dilute the batter with a little water to help in easy spreading.Preheat the skillet on medium heat and grease it.
Pour a ladleful of batter on the preheated tawa and spread the batter in circular motion to make a thin dosa.
Drizzle ghee or oil around the dosa and allow it to crisp.
Once done, flip the dosa and cook on the other side for a few seconds and serve.Proceed the same way to make the Red Rice Dosa with the remaining batter.Serve the Red Rice Dosa along with a bowl of Drumstick Sambar and Tomato Onion Chutney along with a glass of vegetable juice like Beetroot and Celery Juice for breakfast.
",https://www.archanaskitchen.com/red-rice-dosa-recipe,"salt,water,white urad dal (split),methi seeds (fenugreek seeds),mattaice,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Red_Rice_Dosa_Recipe_Archanas_Kitchen-1.jpg,6.0,red rice dosa
Restaurant Style Chicken 65 ,"1 teaspoon Sugar,1/2 teaspoon Turmeric powder (Haldi),4 cloves Garlic - crushed,Sunflower Oil,4 cloves Garlic - pound to a paste,1 tablespoon Gram flour (besan),Salt - to taste,1 teaspoon Red Chilli powder,2 teaspoons Vinegar,250 grams Chicken breasts - cut into pieces,1 Lemon juice,2 teaspoons Red Chilli powder,1/4 cup Curd (Dahi / Yogurt),1 sprig Curry leaves,1 teaspoon Black pepper powder",95.0,South Indian Recipes,"To begin making the Restaurant Style Chicken 65 Recipe, marinate the chicken pieces with red chilli powder, turmeric powder, pepper powder, garlic, lemon juice and salt.
Mix everything well and keep it aside for an hour.In a small bowl mix together gram flour, curd, red chilli powder, garlic, vinegar, sugar and mix well to form a paste.Heat oil over a pan, dip the chicken pieces into the curd mixture and place it on the pan.
Cook the chicken either side till the chicken crisp up.
This will take about 8 to 10 minutes.Once the chicken is cooked properly, take the chicken out and place it in a plate.Drizzle some more oil in the same pan again.
Once the oil is hot, add curry leaves and let it cook for about 10 seconds.Add this on the chicken and serve hot.Serve the Restaurant Style Chicken 65 Recipe along with a Vegetable Biryani, Mooli Raita by the side to make your Sunday lunch special.",https://www.archanaskitchen.com/chicken-65-recipe,"salt,red chilli powder,cloves garlic,gram flour (besan),curd,sugar,cloves garlic pound paste,curry leaves,lemon,vinegar,black pepper powder,chicken breasts,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Chicken_65_Recipe_.jpg,14.0,restaurant style chicken 65
Ridge Gourd Chutney  ,"3 Green Chillies,1/2 teaspoon Mustard seeds,2 Ridge Gourd (Turai/ Peerkangai),3 Dry Red Chillies,8 Curry leaves,1 teaspoon Tamarind - seedless,1 tablespoon Chana dal (Bengal Gram Dal),1/2 teaspoon Methi Seeds (Fenugreek Seeds),Salt - as per taste,1/4 teaspoon Turmeric powder (Haldi),2 tablespoon Sunflower Oil",20.0,South Indian Recipes,"To begin making the Ridge Gourd Chutney recipe, wash & chop the ridge gourd into small pieces.
You can opt to remove the skin if it is too flakey & thick.Heat oil in a heavy-bottomed pan.
Add the chana dal & fry it till it changes colour.
Remove it into a plate and let it cool.Now in the same pan, add the chopped ridge gourds, curry leaves, green chillies, turmeric powder and salt.
Mix it well.Cover it & let it cook for 8-10 minutes till it loses all the water and becomes soft and mushy.
Switch off the stove and leave it to cool.Now, in a separate pan add the mustard seeds, fenugreek seeds and dry red chillies & fry them without any oil till they become fragrant & change colour slightly.
Once done, add these to a grinder/mixer jar &Once done, add these to a grinder/mixer jar & grind to a fine powder.
You can make this powder in an excess amount and store it.
It can be used in lots of curries, chutneys etc to add that extra zing.
Add the cooled chana dal & ridge gourd pieces to the same jar & blitz it till you get a smooth consistency.Serve Ridge Gourd Chutney along with Rava Idli or Ghee Masala Dosa for a weekday breakfast.
",https://www.archanaskitchen.com/ridge-gourd-chutney-recipe-beerakaya-pachadi,"salt,chana dal (bengal gram dal),mustard seeds,ridge gourd (turai peerkangai),curry leaves,dry red chillies,methi seeds (fenugreek seeds),tamarind seedless,turmeric powder,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/anusha.pariti-gmail.com/Ridge_Gourd_Chutney_Beerakaya_Pachadi.jpg,11.0,ridge gourd chutney
Ridge Gourd Pachadi ," 2 cloves garlic - chopped, 1 teaspoon cumin seeds, 2 green chillies - finely chopped, salt - as per taste, 1 teaspoon oil, 2 teaspoons tamarind paste,1 trumpet - peel and chop",30.0,South Indian Recipes,"To make Turai Pachadi, first heat the oil in a pan.
Now add turmeric, green chillies, tamarind and cook for 3 to 4 minutes.
Turn off the gas and allow this mixture to cool.
Now put this mixture in the mixer grinder with salt, cumin and garlic and grind it.
Now add some water and make the chutney.
Remove and serve in a bowl.
Serve Turai Pachadi with kirai sambar, rice and papad for dinner.",https://www.archanaskitchen.com/ridge-gourd-pachadi-recipe-ridge-gourd-chutney-in-hindi,"salt,cloves garlic,oil,tamarind paste,green chillies,cumin seeds,trumpet",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Chutneys/Ridge_Gourd_Pachadi_Recipe-1.jpg,7.0,ridge gourd pachadi
Ridge Gourd Pachadi  ,"2 teaspoons Tamarind Paste,1 Ridge Gourd (Turai/ Peerkangai) - peeled and finely chopped,Salt - to taste,1 teaspoon Cumin seeds (Jeera),2 cloves Garlic - chopped,1 teaspoon Sunflower Oil,2 Green Chillies - sliced",30.0,South Indian Recipes,"To begin making the Ridge Gourd Pachadi Recipe, in a skillet heat a teaspoon of oil.Add the chopped ridge gourd, green chillies, tamarind and sautÃÂÃÂ© on a low flame for 3-4 minutes or till ridge gourd is cooked and nicely coated in tamarind.Turn off the heat and let the mixture cool down before grinding.Put the cooked ridge gourd in a grinder along with the cumin and garlic.
Grind to a smooth consistency using little water to get the desired consistency.But the pachadi should not be watery, instead it should be grainy and coarse in texture.
Transfer Ridge Gourd Pachadi to a bowl.
Check the salt and spices and adjust to suit your taste.Serve Ridge Gourd Pachadi with rasam, steamed rice and mixed vegetable curry.",https://www.archanaskitchen.com/ridge-gourd-pachadi-recipe-chutney,"salt,ridge gourd (turai peerkangai),cloves garlic,cumin seeds (jeera),tamarind paste,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Chutneys/Ridge_Gourd_Pachadi_Recipe-1.jpg,7.0,ridge gourd pachadi
Ridge Gourd Tambli  ,"Salt - as required,1 cup Curd (Dahi / Yogurt) - (preferably a day old and slightly sour),4 Green Chillies - slit,1/2 cup Fresh coconut - grated,1-1/2 teaspoons Mustard seeds,1 Ridge Gourd (Turai/ Peerkangai) - peeled and chopped into small pieces (check notes at the end),Water - as needed,Asafoetida (hing) - a pinch,1 sprig Curry leaves",35.0,South Indian Recipes,"To begin making the Ridge Gourd Tambli, first lightly peel the ridge gourd, slice it into discs and chop each disc into 3-4 pieces.
Set this aside.In a wide pan, warm a teaspoon of ghee.
Add in the mustard seeds and curry leaves to it and allow them to sputter.Next, add in the chopped ridge gourd, and toss the pieces around on a low heat, until they are slightly softened.
Sprinkle a little salt to taste and cook further.
This will make the ridge gourd release a little water.
Cover and cook on a low flame for 3-4 minutes until the ridge gourd is completely cooked.Once cooked through, you should be left with mushy, cooked vegetable.
Set this aside to cool, while you prepare the coconut curry for the tambli.In a bowl, add the sour yogurt, a dash of water and whisk till smooth and no lumps remain.
Add the coconut to the smallest mixer jar, and top with 2-3 tablespoons of the whisked yogurt.In a tadka pan, warm a teaspoon of ghee, drop the slit green chillies and asafoetida into it.
Saute till the chillies are bruised and fragrant.
Add them over the coconut in the mixie.
Grind the whole mixture to a smooth paste, adding little water if required.Add the ground coconut mixture to the whisked curd and mix it all together.
Lastly, add the ground to the cooked ridge gourd, adjust salt if required and stir well.Serve the Ridge Gourd Tambli along with hot steamed rice for lunch or a quick weeknight dinner.
",https://www.archanaskitchen.com/ridge-gourd-tambli-recipe-spicy-ridge-gourd-in-coconut-curry,"salt,coconut,mustard seeds,asafoetida (hing),curd (preferably day old sour),water,curry leaves,green chillies,ridge gourd (turai peerkangai) (check notes the end)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Revati_Upadhya/Ridge_Gourd_Tambli_Recipe_Spicy_Ridge_Gourd_in_Coconut_Curry.jpg,9.0,ridge gourd tambli
Ripe Mango Pachadi  ,"Salt - as required,Sunflower Oil - as required,3 teaspoons Jaggery - grated,2 Dry Red Chilli,1 teaspoon Cumin seeds (Jeera),1/3 teaspoon Asafoetida (hing),1/3 teaspoon Turmeric powder (Haldi),1/4 cup Coconut milk,2 Mango (Ripe) - ripe,1/3 teaspoon Mustard seeds,1/2 teaspoon Red Chilli powder",20.0,South Indian Recipes,"To begin making the Mambazha Pachadi Recipe, peel the skin and roughly chopped mangoes into pieces.Take the mango pieces in a saucepan and add water until the mango gets immersed (approximately one cup of water).
Place it in medium flame.Cook for a minute mashing some pieces gently until the mango turns soft.
Add jaggery to it and mix well until it dissolves.
Remove from flame.Heat oil in a heavy bottomed pan, add mustard and cumin seeds.
After they pop up add red chillies and asafoetida.Now add the cooked mango to it and stir well.
Add turmeric and chilli powder along with the salt.Stir well and add coconut milk.
Cook for two minutes until the Mambazha Pachadi becomes thick.
Garnish with curry leaves and serve.Serve Mambazha Pachadi Recipe along with Keerai Sambar and Steamed Rice for a weekday lunch or dinner.",https://www.archanaskitchen.com/ripen-mango-pachadi-recipe-mambazha-pachadi,"salt,mustard seeds,asafoetida (hing),jaggery,red chilli powder,mango (ripe) ripe,dry red chilli,cumin seeds (jeera),coconut milk,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Swathy_Nandhini_/RIPEN_MANGO_PACHADI__MAMBAZHA_PACHADI.jpg,11.0,ripe mango pachadi
Rise and Ridge Kerat Burji ,"1/4 teaspoon Black pepper powder,Salt - Salt,1/4 teaspoon Mustard seeds,3 Whole Eggs,1 tablespoon Sunflower Oil,1 Onion,1/4 teaspoon White Urad Dal (Split),1 Ridge Gourd (Turai/ Peerkangai),6 Curry leaves,1/2 teaspoon Cumin seeds (Jeera)",35.0,South Indian Recipes,"To begin making the Egg And Ridge Gourd Burji, wash and clean the ridge gourd.
Remove the outer skin and chop them into small pieces.
Set it aside.Heat oil in a kadai.
Add mustard seeds, urad dhal and curry leaves.Once mustard seeds clutter, add onion and cook until they become transparent.Add ridge gourd and cook for about 6-8 minutes over medium heat.
No need to water as the vegetable leaves water.Add eggs and stir well.
Cook until the eggs are cooked and blended well with the vegetable.Add required amount of salt and pepper according to your spice level.
Garnish with curry leaves and it is ready to be served.Prepare Egg And Ridge Gourd Burji with healthy ridge gourd and egg and enjoy it with hot steamed rice and Mixed vegetable sambar.",https://www.archanaskitchen.com/egg-and-ridge-gourd-burji-peerkangai-muttai-poriyal-recipe,"salt,mustard seeds,ridge gourd (turai peerkangai),curry leaves,white urad dal (split),onion,cumin seeds (jeera),black pepper powder,eggs,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Egg__Ridge_Gourd_Burji_Peerkangai_Muttai_Poriyal.jpg,10.0,rise and ridge kerat burji
Roasted Cauliflower ,"3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),Salt - to taste,1 teaspoon Coriander Powder (Dhania),2 teaspoon Cumin seeds (Jeera) - roasted and crushed,2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Black pepper powder - or red chilli powder,2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil",40.0,South Indian Recipes,"To begin making the roasted cauliflower, first pre-heat the oven to 200 degree celsius.In a mixing bowl, toss together the olive oil, garlic and cauliflower florets.
Sprinkle salt as required.Place these florets on a baking tray and roast till they just soften (about 10-12 minutes).
Take the tray out of the oven.Add the coriander powder, cumin and black pepper powder.Mix and place it back in the oven to roast for another 10 to 12 minutes or till the cauliflower is cooked and caramelizes or slightly turns brown.
Take it out onto a serving dish.Garnish with pomegranate seeds, herbs and drizzle some molasses or honey over it.
Serve immediately.Serve Roasted Cauliflower as a starter or as a side dish along with Panchmel Dal and Phulkas for a weekday lunch or dinner",https://www.archanaskitchen.com/roasted-cauliflower-recipe,"herbs herbs choice like basil,salt,black pepper powder red chilli powder,anardana powder (pomegranate seed powder),cauliflower (gobi),virgin olive oil,garlic,cumin seeds (jeera),pomegranate molasses or,coriander powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Roasted_cauliflower.jpg,10.0,roasted cauliflower
Roasted Garlic Tomato Chutney ,"1 Dry Red Chilli,1/2 teaspoon Mustard seeds,1 Tomato,Salt - to taste,18 grams Tamarind - (small lemon sized),5 Dry Red Chilli,1 teaspoon Sunflower Oil,1 cup Garlic - cloves,1 sprig Curry leaves,1 pinch Asafoetida (hing)",15.0,South Indian Recipes,"To begin making Fried Garlic Tomato Chutney Recipe, keep all the ingredients ready and remove the skin of garlic cloves.
Heat oil in a shallow fry pan, roast the dry red chillies and garlic cloves to golden brown and keep aside.In the same pan, roast the tomatoes, tamarind until the tomatoes turn pulpy and keep aside.Now grind the roasted garlic cloves, red chillies, tomato, tamarind and salt to a fine paste using a mixer grinder and take it our in a small serving bowl.To prepare the tadka, heat oil in a tadka pan, add the mustard seeds and let it splutter.Add the dry red chilli, curry leaves, asafoetida and let it crackle.Switch off the flame and add this tadka over the prepared chutney and mix well.Serve the Fried Garlic Tomato Chutney Recipe along with steaming hot Carrot & Cheese Filled Idli Recipe or Homemade Crisp Ghee Roast Dosas and Arachuvitta Sambar Recipe for South Indian breakfast.
",https://www.archanaskitchen.com/roasted-garlic-tomato-chutney-recipe,"garlic cloves,tomato,salt,mustard seeds,tamarind (sm lemon ),asafoetida (hing),dry red chilli,curry leaves,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Fried_Garlic_Chutney_Recipe.jpg,9.0,roasted garlic tomato chutney
Sabakki Upittu  ,"Ghee - as needed,3 tablespoons Sunflower Oil,Fresh coconut - Grated,1/4 cup Green peas (Matar) - boiled,20 Curry leaves,1/2 cup Buttermilk - strained to remove lumps,3 Onions - finely diced,10 Green Chillies - slit,2 tablespoons Lemon juice,2 Dry Red Chillies,2 teaspoons Mustard seeds,1 tablespoon Chana dal (Bengal Gram Dal),2 teaspoons Black Urad Dal (Split),10 Cashew nuts - chopped,3/4 cup Nylon sabakki - (small variant of sabudana),3 tablespoons Coriander (Dhania) Leaves - chopped,1 cup Yellow Moong Dal (Split),1 pinch Asafoetida (hing)",40.0,South Indian Recipes,"To begin making the Sabakki Upittu, wash and soak sabudana in buttermilk for 4-6 hours and drain the excess liquid using a colander.Boil the dal with a teaspoon of oil and some turmeric in an open pot until its thoroughly cooked, not mushy.
Set it aside.In a wide pan heat oil, add mustard seeds and allow it to splutter.
Add channa dal, urad dal, cashews and reduce the heat and allow it to change colour evenly by stirring in between.Add the curry leaves, asafoetida ,turmeric, green and red chillies and give it a stir.Add the onions, some salt and cook for 5-6 minutes stirring in between on a medium flame or until it changes colour.
(Do not allow it to brown)Next, add the drained Sabakki and give it stir and cook until it turns transparent on medium heat.Tip in the boiled moong dal, green peas, lemon juice and salt and give it a good mix until everything is well combined.
cover the lid and cook for a couple of minutes on low heat.Garnish it with some coriander and grated coconut.Serve Sabakki Upittu for breakfast with a hot cup of Ginger Cardamom Tea or with with Burani Raita for a light dinner.",https://www.archanaskitchen.com/sabakki-upittu-recipe-south-indian-style-sabudana-khichdi,"cashew nuts,yellow moong dal (split),chana dal (bengal gram dal),nylon sabakki (sm variant sabudana),ghee,mustard seeds,asafoetida (hing),coriander (dhania) leaves,green peas (matar),black urad dal (split),curry leaves,dry red chillies,onion,lemon,coconut grated,green chillies,buttermilk strained remove lumps,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/Sabakki_Upittu.jpg,18.0,sabakki upittu
Sabbakki Rava Idli ,"1/4 cup Sabudana (Tapioca Pearls),2 tablespoons Coriander (Dhania) Leaves - finely chopped,1 sprig Curry leaves - torn,1 teaspoon Enos fruit salt - unlflavoured,Salt - to taste,1 cup Curd (Dahi / Yogurt) - beaten,1 inch Ginger - grated,1 teaspoon Mustard seeds,Sunflower Oil - to grease idli plates.,2 Green Chillies - finely chopped,1/4 cup Cashew nuts - chopped,1 tablespoon Chana dal (Bengal Gram Dal),2 teaspoons Black Urad Dal (Split),1 teaspoon Sunflower Oil,1 cup Sooji (Semolina/ Rava),1/2 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing)",55.0,South Indian Recipes,"To begin making the Sabbakki Rava Idli Recipe, Soak sabakki/sabudana in enough water for 2 hours.
Strain the sabbakki/sabudana using a colander and squeeze the excess water out using your hands, do not worry if it crumbles slightly or loses its shape.In a pan heat oil on medium flame, add mustard seeds and let it crackle, now add cumin seeds, urad dal, chana dal and cashews and stir it around on a low flame until it turns goldenAt this stage add hing, curry leaves, ginger and green chillies and fry for 2-3 minutes, ensuring the ingredients are thoroughly cooked.
This allows you to store the rava idli mix in an air tight container for future use.
Add the rava and roast for 3-4 minutes and then turn off the flame.
Preheat the idli steamer with enough water.
Grease the idli plates.
In a mixing bowl combine rava idli mix, strained sabakki/sabudana, coriander leaves, salt to taste and yogurt, enos and give it a good mix.Adjust the consistency of the batter, to a thick dropping consistency.
Pour the batter into the cavity of  the idli moulds and steam it for 12-15 minutes.
Drizzle some ghee and serve Sabbakki Rava Idli Recipe.
Serve Sabbakki Rava Idlis with Potato sagu and Kadale Chutney Recipe with south Indian filter coffee for an enjoyable south Indian breakfast.
",https://www.archanaskitchen.com/sabakki-rava-idli-recipe,"cashew nuts,green chillies,salt,ginger,sabudana (tapioca pearls),mustard seeds,asafoetida (hing),coriander (dhania) leaves,black urad dal (split),curry leaves,curd,cumin seeds (jeera),enos fruit salt unlflavoured,sunflower oil grease idli plates.,sooji (semolina rava),chana dal (bengal gram dal),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/SabakkiRava_Idli.jpg,17.0,sabbakki rava idli
Sabsige Soppu Kootu ,"1 teaspoon Black pepper powder,1 Dry Red Chillies,1 Potato (Aloo) - chopped into 1/2 inch cubes,1 teaspoon Jaggery - powdered (optional),Salt - to taste,12 sprig Dill leaves,1 teaspoon Mustard seeds,1/4 cup Fresh coconut - grated,1/4 cup Raw Peanuts (Moongphali),1 Green Chilli - chopped,1 tablespoon Sunflower Oil,5 Curry leaves,1/2 cup Arhar dal (Split Toor Dal),1 tablespoon White Urad Dal (Split)",40.0,South Indian Recipes,"To begin with Sabsige Soppu Kootu, wash and clean the leaves well and chop them finely.
Keep it aside.Now wash and soak the toor dal in water for about 15 minutes.
Drain the water and put daal in a pressure cooker.
Add the chopped dill leaves, peanuts, chopped potato and add 2 cup of water.
Cook it till the cooker releases 3 whistles.
Switch off the heat and let it cool down.In the meantime, take little oil in a pan and saute the urad dal with green chillies and pepper.
Once the urad dal  browns, turn off the flame and add grated coconut to this pan.
Once it cools, empty this mixture to a mixer jar and grind it into a smooth paste.Once the cooker has cooled down, open the lid and stir in the contents.
Make sure that the dal is cooked.
Add in the ground coconut paste, salt, jaggery powder and a cup of water in the cooker on a low to medium flame and bring it to a boil.
The kootu would have to reach to a creamy consistency.The next step is tempering.
For the process, heat oil in a pan and add mustard seeds.
Let it crackle.
Now add the red chillies and curry leaves and pour it over the gravy.Serve Sabsige Soppu Kootu with Chapatis or Steamed Rice, Carrot Poriyal  and Elai Vadam for a complete meal.
",https://www.archanaskitchen.com/sabassge-soppu-kootu-dill-leaf-curry-recipe,"salt,arhar dal (split toor dal),sunflower oil,green chilli,coconut,dill leaves,mustard seeds,jaggery,curry leaves,white urad dal (split),dry red chillies,peanuts (moongphali),black pepper powder,potato (aloo) cubes",https://www.archanaskitchen.com/images/dill_leaves_1600.jpg,14.0,sabsige soppu kootu
Sakkare Millet Pongal ,"1/2 cup Jaggery - powderd,2 tablespoons Dry coconut (kopra) - optional,1 cup Foxtail Millet,2 Cardamom (Elaichi) Pods/Seeds,1/2 liter Milk - skimmed,2 tablespoons Mixed dry fruits,1 tablespoon Ghee,2 cups Water",40.0,South Indian Recipes,"To begin making the Sakkare Millet Pongal recipe, firstly heat milk and 1 cup of water together in a saucepan.Once the milk is hot, add the washed millet to this, reduce the flame and cook the millet till it is soft.In the meantime, mix jaggery powder and 1 cup of water in a heavy bottomed pan and heat.
Heat till all the jaggery is dissolved and it has just started to boil.Add this jaggery syrup to the millet.
Cook till the mixture comes together and starts leaving the sides of the pan.Switch off the flame.
Add cardamom powder to this and mix it well.In a small pan, heat the ghee and add raisins and cashews.
Once they turn gold, pour it over the pongal and give it a mix.Garnish with grated dry coconut and serve hot.
Serve Sakkare Millet Pongal on its own as a sweet dish after your delicious South Indian meal.
",https://www.archanaskitchen.com/sakkare-millet-pongal-recipe,"mixed dry fruits,cardamom (elaichi) podsseeds,foxtail millet,ghee,water,dry coconut (kopra),jaggery powderd,milk skimmed",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Sakkare_Millet_Pongal.jpg,8.0,sakkare millet pongal
Salt Bell Pudding  ,"1 Dry Red Chilli,1/2 teaspoon Mustard seeds,Salt - to taste,1/2 teaspoon White Urad Dal (Split),1/2 cup Rice flour,1 cup Water,1 tablespoon Gingelly oil,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves",50.0,South Indian Recipes," To begin making the Chettinad Style Uppu Mani Kozhukattai Recipe, we will first make the Kozhukattai dough.Heat water in a broad pan & add salt & oil.
Allow the water to boil.
When the water begins to boil, add the rice flour & mix it continuously until it forms a lump free dough.
Cover & cook it in slow flame for 5 mins.
Once done allow the Mani Kozhukattai dough to cool down slightly.When the Kozhukattai dough is warm, knead it with your hands & add a teaspoon of gingerly oil if required and make a smooth dough.Grease your hands with oil & start shaping the Kozhukattai dough into small balls.
Once done, steam the mani Kozhukattai in a greased idli plate for 10-12 mins on high heat.After 10 minutes of steaming the uppu mani Kozhukattai , it should have a glossy outer.
Allow the kozhukattai to cool down completely.Once done, just before you are ready to serve, heat oil in a kadai, add the mustard seeds, urad dal and red chilies.
Allow it to roast and crackle and the dal turn lightly brown.
Add the asafoetida, the curry leaves and the steamed uppu mani Kozhukattai.
Stir fry for a few minutes and turn off the heat.
Serve warm.
Serve the Chettinad Style Uppu Mani Kozhukattai Recipe for festivals like Ganesh Chaturthi and make the festival really special for your family.",https://www.archanaskitchen.com/chettinad-style-uppu-mani-kozhukattai-recipe-kara-pidi-kozhukattai-savory-rice-flour-dumplings,"salt,mustard seeds,asafoetida (hing),water,dry red chilli,curry leaves,white urad dal (split),gingelly oil,rice flour",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Anitha_Kirubakaran/UPPU__SALT_KOZHUKATTAI.jpg,9.0,salt bell pudding
Savory Semolina Breakfast Pudding ," 1 teaspoon Rye, Salt - as per taste, 12 green beans - finely chopped, 1 onion - finely chopped, 2 green chillies - finely chopped, 1/2 teaspoon Sugar, 3 tablespoons Ghee,1 cup semolina, 1 teaspoon White Urad Dal (split), 1 Lemon juice, 1 inch ginger - tightly, Oil - As per use, 1/4 teaspoon Asafoetida, 5 curry leaves - finely chopped, 1 carrot - peeled and finely chopped",35.0,South Indian Recipes,"To make Sabzi Rava Upma, first of all steam the carrots and green beans with water.
After cooking, drain the water and keep aside.
In a saucepan; Boil 3 cups of water with salt and sugar and once it comes to boil in water, keep it aside.
Heat the oil in a pan over medium heat.
Add the mustard seeds, urad dal and let it cook for 10 seconds.
After 10 seconds, add onion, ginger, asafoetida, curry leaves and green chillies.
Cook onion until it becomes soft.
Add semolina to it and roast.
Cook till it gets roasted well.
Take care not to let semolina turn brown.
Slowly pour hot water into the mixture and stir it with the help of a spoon.
Reduce the flame, cover the pan and allow the sub to cook.
Cook for 10 minutes.
Don't forget to move between bitches.
Finally add ghee, boiled vegetables and lemon juice.
Cook for a while and then serve hot.
Serve Sabzi Rava Upma with coconut chutney and filter coffee for breakfast.",https://www.archanaskitchen.com/savory-semolina-breakfast-pudding-recipe-in-hindi,"salt,rye,ginger,ghee,asafoetida,carrot,curry leaves,semolina,white urad dal (split),green beans,onion,oil,lemon,sugar,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Vegetable_Rava_Upma_Savory_Semolina_Breakfast_Pudding-1.jpg,15.0,savory semolina breakfast pudding
